,competition,season,rank,squad,games,wins,draws,losses,goals_for,goals_against,goal_diff,points,players_used,assists,pens_made,pens_att,cards_yellow,cards_red,shots_on_target_against,saves,clean_sheets,shots_on_target,games_starts,games_complete,games_subs,unused_subs,points_per_match,adjusted_wins,adjusted_draws,adjusted_losses,adjusted_goals_for,adjusted_goals_against,adjusted_goal_diff,adjusted_assists,adjusted_pens_made,adjusted_pens_att,adjusted_shots_on_target_against,adjusted_saves,adjusted_clean_sheets,adjusted_shots_on_target,adjusted_points,adjusted_points_per_match,UEFA Champions League,UEFA Europa League,Relegation
812,Serie A,2018-2019,15,Cagliari,38,10,11,17,36,54,-18,41,30,27,2,3,94.0,9.0,195,147,7,124,418,296.0,113,310.0,1.08,10,11,17,36,54,-18.0,27,2,3,195,147,7,124,41,1.08,No,No,No
813,Serie A,2018-2019,16,Fiorentina,38,8,17,13,47,45,2,41,27,24,5,6,89.0,5.0,136,98,9,175,418,306.0,109,316.0,1.08,8,17,13,47,45,2.0,24,5,6,136,98,9,175,41,1.08,No,No,No
814,Serie A,2018-2019,17,Genoa,38,8,14,16,39,57,-18,38,31,26,4,5,95.0,7.0,163,112,7,150,418,300.0,112,327.0,1.0,8,14,16,39,57,-18.0,26,4,5,163,112,7,150,38,1.0,No,No,No
815,Serie A,2018-2019,18,Empoli,38,10,8,20,51,70,-19,38,29,36,4,7,73.0,3.0,226,164,5,142,418,311.0,106,319.0,1.0,10,8,20,51,70,-19.0,36,4,7,226,164,5,142,38,1.0,No,No,Yes
816,Serie A,2018-2019,19,Frosinone,38,5,10,23,29,69,-40,25,33,21,4,5,99.0,2.0,209,146,9,120,418,306.0,110,339.0,0.66,5,10,23,29,69,-40.0,21,4,5,209,146,9,120,25,0.66,No,No,Yes
817,Serie A,2018-2019,20,Chievo,38,2,14,22,25,75,-50,17,36,17,4,6,110.0,7.0,210,139,7,112,418,300.0,113,327.0,0.45,2,14,22,25,75,-50.0,17,4,6,210,139,7,112,20,0.53,No,No,Yes
818,Serie A,2019-2020,1,Juventus,38,26,5,7,76,43,33,83,30,47,13,14,87.0,3.0,152,118,12,222,418,,127,272.0,2.18,26,5,7,76,43,33.0,47,13,14,152,118,12,222,83,2.18,Yes,No,No
819,Serie A,2019-2020,2,Inter,38,24,10,4,81,36,45,82,29,57,10,11,104.0,6.0,114,82,14,217,418,,134,298.0,2.16,24,10,4,81,36,45.0,57,10,11,114,82,14,217,82,2.16,Yes,No,No
820,Serie A,2019-2020,3,Atalanta,38,23,9,6,98,48,50,78,30,68,7,10,80.0,2.0,133,92,10,255,418,,134,268.0,2.05,23,9,6,98,48,50.0,68,7,10,133,92,10,255,78,2.05,Yes,No,No
821,Serie A,2019-2020,4,Lazio,38,24,6,8,79,42,37,78,27,45,15,18,99.0,2.0,145,111,11,203,418,,137,307.0,2.05,24,6,8,79,42,37.0,45,15,18,145,111,11,203,78,2.05,Yes,No,No
822,Serie A,2019-2020,5,Roma,38,21,7,10,77,51,26,70,31,47,12,14,111.0,7.0,146,101,7,198,418,,131,272.0,1.84,21,7,10,77,51,26.0,47,12,14,146,101,7,198,70,1.84,No,Yes,No
823,Serie A,2019-2020,6,Milan,38,19,9,10,63,46,17,66,32,38,8,9,97.0,6.0,145,105,12,187,418,,128,302.0,1.74,19,9,10,63,46,17.0,38,8,9,145,105,12,187,66,1.74,No,Yes,No
824,Serie A,2019-2020,7,Napoli,38,18,8,12,61,50,11,62,25,45,5,5,73.0,2.0,129,82,7,225,418,,135,277.0,1.63,18,8,12,61,50,11.0,45,5,5,129,82,7,225,62,1.63,No,Yes,No
825,Serie A,2019-2020,8,Sassuolo,38,14,9,15,69,63,6,51,31,49,5,6,99.0,3.0,177,124,7,192,418,,138,306.0,1.34,14,9,15,69,63,6.0,49,5,6,177,124,7,192,51,1.34,No,No,No
826,Serie A,2019-2020,9,Hellas Verona,38,12,13,13,47,51,-4,49,30,27,8,9,87.0,7.0,161,115,10,146,418,,128,320.0,1.29,12,13,13,47,51,-4.0,27,8,9,161,115,10,146,49,1.29,No,No,No
827,Serie A,2019-2020,10,Fiorentina,38,12,13,13,51,48,3,49,33,30,9,11,105.0,5.0,150,110,11,169,418,,129,323.0,1.29,12,13,13,51,48,3.0,30,9,11,150,110,11,169,49,1.29,No,No,No
828,Serie A,2019-2020,11,Parma,38,14,7,17,56,57,-1,49,25,38,4,6,81.0,1.0,201,148,6,145,418,,136,244.0,1.29,14,7,17,56,57,-1.0,38,4,6,201,148,6,145,49,1.29,No,No,No
829,Serie A,2019-2020,12,Bologna,38,12,11,15,52,65,-13,47,31,31,5,6,109.0,7.0,182,123,2,163,418,,136,274.0,1.24,12,11,15,52,65,-13.0,31,5,6,182,123,2,163,47,1.24,No,No,No
830,Serie A,2019-2020,13,Udinese,38,12,9,17,37,51,-14,45,25,26,0,0,77.0,3.0,186,139,14,143,418,,124,299.0,1.18,12,9,17,37,51,-14.0,26,0,0,186,139,14,143,45,1.18,No,No,No
831,Serie A,2019-2020,14,Cagliari,38,11,12,15,52,56,-4,45,33,34,4,6,108.0,6.0,184,135,7,137,418,,129,298.0,1.18,11,12,15,52,56,-4.0,34,4,6,184,135,7,137,45,1.18,No,No,No
832,Serie A,2019-2020,15,Sampdoria,38,12,6,20,48,65,-17,42,31,25,9,12,111.0,7.0,173,118,9,161,418,,127,321.0,1.11,12,6,20,48,65,-17.0,25,9,12,173,118,9,161,42,1.11,No,No,No
833,Serie A,2019-2020,16,Torino,38,11,7,20,46,68,-22,40,27,29,7,8,96.0,7.0,199,142,7,139,418,,118,277.0,1.05,11,7,20,46,68,-22.0,29,7,8,199,142,7,139,40,1.05,No,No,No
834,Serie A,2019-2020,17,Genoa,38,10,9,19,47,73,-26,39,34,28,11,16,107.0,10.0,188,124,7,142,418,,135,305.0,1.03,10,9,19,47,73,-26.0,28,11,16,188,124,7,142,39,1.03,No,No,No
835,Serie A,2019-2020,18,Lecce,38,9,8,21,52,85,-33,35,30,30,11,15,98.0,5.0,244,172,3,163,418,,120,325.0,0.92,9,8,21,52,85,-33.0,30,11,15,244,172,3,163,35,0.92,No,No,Yes
836,Serie A,2019-2020,19,Brescia,38,6,7,25,35,79,-44,25,32,22,4,4,95.0,6.0,228,158,6,138,418,,121,235.0,0.66,6,7,25,35,79,-44.0,22,4,4,228,158,6,138,25,0.66,No,No,Yes
837,Serie A,2019-2020,20,SPAL,38,5,5,28,27,77,-50,20,34,17,5,7,98.0,4.0,222,155,3,114,418,,129,307.0,0.53,5,5,28,27,77,-50.0,17,5,7,222,155,3,114,20,0.53,No,No,Yes
838,Serie A,2020-2021,1,Inter,38,28,7,3,89,35,54,91,25,62,8,9,61.0,2.0,112,82,14,197,418,257.0,162,251.0,2.39,28,7,3,89,35,54.0,62,8,9,112,82,14,197,91,2.39,Yes,No,No
839,Serie A,2020-2021,2,Milan,38,24,7,7,74,41,33,79,29,47,15,20,83.0,4.0,131,94,14,186,418,261.0,156,277.0,2.08,24,7,7,74,41,33.0,47,15,20,131,94,14,186,79,2.08,Yes,No,No
840,Serie A,2020-2021,3,Atalanta,38,23,9,6,90,47,43,78,30,65,6,7,67.0,3.0,109,66,11,225,418,240.0,176,253.0,2.05,23,9,6,90,47,43.0,65,6,7,109,66,11,225,78,2.05,Yes,No,No
841,Serie A,2020-2021,4,Juventus,38,23,9,6,77,38,39,78,30,59,8,10,80.0,6.0,114,82,8,204,418,268.0,146,265.0,2.05,23,9,6,77,38,39.0,59,8,10,114,82,8,204,78,2.05,Yes,No,No
842,Serie A,2020-2021,5,Napoli,38,24,5,9,86,41,45,77,25,56,7,8,76.0,3.0,118,83,14,220,418,247.0,169,256.0,2.03,24,5,9,86,41,45.0,56,7,8,118,83,14,220,77,2.03,No,Yes,No
843,Serie A,2020-2021,6,Lazio,38,21,5,12,61,55,6,68,30,40,6,10,107.0,5.0,144,99,12,174,418,228.0,189,239.0,1.79,21,5,12,61,55,6.0,40,6,10,144,99,12,174,68,1.79,No,Yes,No
844,Serie A,2020-2021,7,Roma,38,18,8,12,68,58,10,62,31,51,7,8,91.0,3.0,161,113,11,192,418,263.0,153,262.0,1.63,18,8,12,68,58,10.0,51,7,8,161,113,11,192,62,1.63,No,No,No
845,Serie A,2020-2021,8,Sassuolo,38,17,11,10,64,56,8,62,28,36,13,14,79.0,4.0,181,128,8,166,418,235.0,180,267.0,1.63,17,11,10,64,56,8.0,36,13,14,181,128,8,166,62,1.63,No,No,No
846,Serie A,2020-2021,9,Sampdoria,38,15,7,16,52,54,-2,52,27,37,5,6,83.0,3.0,166,118,7,137,418,263.0,153,295.0,1.37,15,7,16,52,54,-2.0,37,5,6,166,118,7,137,52,1.37,No,No,No
847,Serie A,2020-2021,10,Hellas Verona,38,11,12,15,46,48,-2,45,32,30,3,3,91.0,1.0,139,97,6,120,418,250.0,170,281.0,1.18,11,12,15,46,48,-2.0,30,3,3,139,97,6,120,45,1.18,No,No,No
848,Serie A,2020-2021,11,Genoa,38,10,12,16,47,58,-11,42,34,32,4,4,87.0,2.0,182,129,9,122,418,238.0,180,272.0,1.11,10,12,16,47,58,-11.0,32,4,4,182,129,9,122,42,1.11,No,No,No
849,Serie A,2020-2021,12,Bologna,38,10,11,17,51,65,-14,41,37,38,3,4,82.0,4.0,187,128,5,177,418,243.0,172,275.0,1.08,10,11,17,51,65,-14.0,38,3,4,187,128,5,177,41,1.08,No,No,No
850,Serie A,2020-2021,13,Fiorentina,38,9,13,16,47,59,-12,40,30,31,6,6,86.0,5.0,138,89,9,119,418,256.0,158,287.0,1.05,9,13,16,47,59,-12.0,31,6,6,138,89,9,119,40,1.05,No,No,No
851,Serie A,2020-2021,14,Udinese,38,10,10,18,42,58,-16,40,33,30,4,4,65.0,2.0,150,106,8,125,418,272.0,146,272.0,1.05,10,10,18,42,58,-16.0,30,4,4,150,106,8,125,40,1.05,No,No,No
852,Serie A,2020-2021,15,Spezia,38,9,12,17,52,72,-20,39,35,37,4,5,100.0,5.0,169,105,5,130,418,234.0,180,268.0,1.03,9,12,17,52,72,-20.0,37,4,5,169,105,5,130,39,1.03,No,No,No
853,Serie A,2020-2021,16,Cagliari,38,9,10,19,43,59,-16,37,32,30,4,5,77.0,3.0,198,140,7,123,418,252.0,163,277.0,0.97,9,10,19,43,59,-16.0,30,4,5,198,140,7,123,37,0.97,No,No,No
854,Serie A,2020-2021,17,Torino,38,7,16,15,50,69,-19,37,29,28,5,6,78.0,4.0,151,90,8,144,418,269.0,147,280.0,0.97,7,16,15,50,69,-19.0,28,5,6,151,90,8,144,37,0.97,No,No,No
855,Serie A,2020-2021,18,Benevento,38,7,12,19,40,75,-35,33,29,26,5,7,95.0,5.0,175,108,7,130,418,238.0,178,258.0,0.87,7,12,19,40,75,-35.0,26,5,7,175,108,7,130,33,0.87,No,No,Yes
856,Serie A,2020-2021,19,Crotone,38,6,5,27,45,92,-47,23,31,27,9,9,89.0,4.0,212,123,3,111,418,277.0,138,304.0,0.61,6,5,27,45,92,-47.0,27,9,9,212,123,3,111,23,0.61,No,No,Yes
857,Serie A,2020-2021,20,Parma,38,3,11,24,39,83,-44,20,42,26,5,5,91.0,1.0,186,106,5,121,418,251.0,167,272.0,0.53,3,11,24,39,83,-44.0,26,5,5,186,106,5,121,20,0.53,No,No,Yes
858,La Liga,2010-2011,1,Barcelona,38,30,6,2,95,21,74,96,28,73,5,5,72.0,2.0,116,95,19,286,418,,112,,2.53,30,6,2,95,21,74.0,73,5,5,116,95,19,286,96,2.53,Yes,No,No
859,La Liga,2010-2011,2,Real Madrid,38,29,5,4,102,33,69,92,32,67,11,12,93.0,8.0,124,91,16,299,418,,110,,2.42,29,5,4,102,33,69.0,67,11,12,124,91,16,299,92,2.42,Yes,No,No
860,La Liga,2010-2011,3,Valencia,38,21,8,9,64,44,20,71,27,47,2,2,111.0,8.0,180,136,12,201,418,,114,,1.87,21,8,9,64,44,20.0,47,2,2,180,136,12,201,71,1.87,Yes,No,No
861,La Liga,2010-2011,4,Villarreal,38,18,8,12,54,44,10,62,28,39,4,4,89.0,5.0,174,130,13,207,418,,105,,1.63,18,8,12,54,44,10.0,39,4,4,174,130,13,207,62,1.63,Yes,No,No
862,La Liga,2010-2011,5,Sevilla,38,17,7,14,62,61,1,58,32,41,10,12,100.0,7.0,206,145,8,205,418,,109,,1.53,17,7,14,62,61,1.0,41,10,12,206,145,8,205,58,1.53,No,Yes,No
863,La Liga,2010-2011,6,Athletic Club,38,18,4,16,59,55,4,58,29,34,7,11,102.0,7.0,175,120,9,193,418,,114,,1.53,18,4,16,59,55,4.0,34,7,11,175,120,9,193,58,1.53,No,Yes,No
864,La Liga,2010-2011,7,Atlético Madrid,38,17,7,14,62,53,9,58,24,44,2,5,105.0,5.0,199,146,11,213,418,,105,,1.53,17,7,14,62,53,9.0,44,2,5,199,146,11,213,58,1.53,No,Yes,No
865,La Liga,2010-2011,8,Espanyol,38,15,4,19,46,55,-9,49,31,28,6,6,109.0,5.0,206,151,10,184,418,,113,,1.29,15,4,19,46,55,-9.0,28,6,6,206,151,10,184,49,1.29,No,No,No
866,La Liga,2010-2011,9,Osasuna,38,13,8,17,45,46,-1,47,26,27,5,5,106.0,7.0,171,125,14,166,418,,112,,1.24,13,8,17,45,46,-1.0,27,5,5,171,125,14,166,47,1.24,No,No,No
867,La Liga,2010-2011,10,Sporting Gijón,38,11,14,13,35,42,-7,47,31,21,7,7,109.0,6.0,153,111,14,148,418,,110,,1.24,11,14,13,35,42,-7.0,21,7,7,153,111,14,148,47,1.24,No,No,No
868,La Liga,2010-2011,11,Málaga,38,13,7,18,54,68,-14,46,34,36,3,6,102.0,7.0,223,155,9,163,418,,113,,1.21,13,7,18,54,68,-14.0,36,3,6,223,155,9,163,46,1.21,No,No,No
869,La Liga,2010-2011,12,Racing Sant,38,12,10,16,41,56,-15,46,29,21,1,6,87.0,7.0,195,139,9,176,418,,111,,1.21,12,10,16,41,56,-15.0,21,1,6,195,139,9,176,46,1.21,No,No,No
870,La Liga,2010-2011,13,Zaragoza,38,12,9,17,40,53,-13,45,24,22,6,6,120.0,9.0,172,119,9,169,418,,114,,1.18,12,9,17,40,53,-13.0,22,6,6,172,119,9,169,45,1.18,No,No,No
871,La Liga,2010-2011,14,Levante,38,12,9,17,41,52,-11,45,28,29,2,2,126.0,3.0,184,132,10,126,418,,112,,1.18,12,9,17,41,52,-11.0,29,2,2,184,132,10,126,45,1.18,No,No,No
872,La Liga,2010-2011,15,Real Sociedad,38,14,3,21,49,66,-17,45,23,32,4,4,80.0,0.0,205,139,9,142,418,,107,,1.18,14,3,21,49,66,-17.0,32,4,4,205,139,9,142,45,1.18,No,No,No
873,La Liga,2010-2011,16,Getafe,38,12,8,18,49,60,-11,44,23,30,5,5,109.0,7.0,204,144,10,174,418,,114,,1.16,12,8,18,49,60,-11.0,30,5,5,204,144,10,174,44,1.16,No,No,No
874,La Liga,2010-2011,17,Mallorca,38,12,8,18,41,56,-15,44,24,31,4,7,88.0,4.0,175,119,10,185,418,,96,,1.16,12,8,18,41,56,-15.0,31,4,7,175,119,10,185,44,1.16,No,No,No
875,La Liga,2010-2011,18,La Coruña,38,10,13,15,31,47,-16,43,30,21,5,5,86.0,5.0,184,137,13,134,418,,113,,1.13,10,13,15,31,47,-16.0,21,5,5,184,137,13,134,43,1.13,No,No,Yes
876,La Liga,2010-2011,19,Hércules,38,9,8,21,36,60,-24,35,26,17,3,4,92.0,8.0,207,147,8,150,418,,108,,0.92,9,8,21,36,60,-24.0,17,3,4,207,147,8,150,35,0.92,No,No,Yes
877,La Liga,2010-2011,20,Almería,38,6,12,20,36,70,-34,30,26,27,0,1,100.0,4.0,234,164,3,151,418,,108,,0.79,6,12,20,36,70,-34.0,27,0,1,234,164,3,151,30,0.79,No,No,Yes
878,La Liga,2011-2012,1,Real Madrid,38,32,4,2,121,32,89,100,25,85,12,13,90.0,5.0,134,102,14,311,418,,114,,2.63,32,4,2,121,32,89.0,85,12,13,134,102,14,311,100,2.63,Yes,No,No
879,La Liga,2011-2012,2,Barcelona,38,28,7,3,114,29,85,91,29,69,10,11,74.0,4.0,106,77,19,318,418,,113,,2.39,28,7,3,114,29,85.0,69,10,11,106,77,19,318,91,2.39,Yes,No,No
880,La Liga,2011-2012,3,Valencia,38,17,10,11,59,44,15,61,26,34,3,4,128.0,7.0,178,134,14,196,418,,114,,1.61,17,10,11,59,44,15.0,34,3,4,178,134,14,196,61,1.61,Yes,No,No
881,La Liga,2011-2012,4,Málaga,38,17,7,14,54,53,1,58,26,26,1,2,73.0,7.0,159,113,10,229,418,,113,,1.53,17,7,14,54,53,1.0,26,1,2,159,113,10,229,58,1.53,Yes,No,No
882,La Liga,2011-2012,5,Atlético Madrid,38,15,11,12,53,46,7,56,24,32,5,6,127.0,4.0,147,101,15,232,418,,104,,1.47,15,11,12,53,46,7.0,32,5,6,147,101,15,232,56,1.47,No,Yes,No
883,La Liga,2011-2012,6,Levante,38,16,7,15,54,50,4,55,27,30,8,8,117.0,4.0,193,143,12,157,418,,114,,1.45,16,7,15,54,50,4.0,30,8,8,193,143,12,157,55,1.45,No,Yes,No
884,La Liga,2011-2012,7,Osasuna,38,13,15,10,44,61,-17,54,28,30,1,2,98.0,8.0,210,149,10,182,418,,111,,1.42,13,15,10,44,61,-17.0,30,1,2,210,149,10,182,54,1.42,No,No,No
885,La Liga,2011-2012,8,Mallorca,38,14,10,14,42,46,-4,52,28,25,5,5,118.0,6.0,204,158,12,157,418,,112,,1.37,14,10,14,42,46,-4.0,25,5,5,204,158,12,157,52,1.37,No,No,No
886,La Liga,2011-2012,9,Sevilla,38,13,11,14,48,47,1,50,28,32,1,4,109.0,8.0,191,144,13,207,418,,112,,1.32,13,11,14,48,47,1.0,32,1,4,191,144,13,207,50,1.32,No,No,No
887,La Liga,2011-2012,10,Athletic Club,38,12,13,13,49,52,-3,49,22,33,1,2,104.0,8.0,219,167,9,183,418,,110,,1.29,12,13,13,49,52,-3.0,33,1,2,219,167,9,183,49,1.29,No,No,No
888,La Liga,2011-2012,11,Getafe,38,12,11,15,40,51,-11,47,29,20,3,3,127.0,8.0,202,151,10,135,418,,113,,1.24,12,11,15,40,51,-11.0,20,3,3,202,151,10,135,47,1.24,No,No,No
889,La Liga,2011-2012,12,Real Sociedad,38,12,11,15,46,52,-6,47,24,27,0,1,78.0,8.0,201,149,12,165,418,,109,,1.24,12,11,15,46,52,-6.0,27,0,1,201,149,12,165,47,1.24,No,No,No
890,La Liga,2011-2012,13,Betis,38,13,8,17,47,56,-9,47,31,25,3,3,101.0,7.0,200,144,8,181,418,,114,,1.24,13,8,17,47,56,-9.0,25,3,3,200,144,8,181,47,1.24,No,No,No
891,La Liga,2011-2012,14,Espanyol,38,12,10,16,46,56,-10,46,29,32,1,1,130.0,6.0,201,145,11,185,418,,113,,1.21,12,10,16,46,56,-10.0,32,1,1,201,145,11,185,46,1.21,No,No,No
892,La Liga,2011-2012,15,Rayo Vallecano,38,13,4,21,53,73,-20,43,32,26,5,6,125.0,3.0,202,129,10,204,418,,114,,1.13,13,4,21,53,73,-20.0,26,5,6,202,129,10,204,43,1.13,No,No,No
893,La Liga,2011-2012,16,Zaragoza,38,12,7,19,36,61,-25,43,28,20,4,6,119.0,9.0,220,159,10,158,418,,112,,1.13,12,7,19,36,61,-25.0,20,4,6,220,159,10,158,43,1.13,No,No,No
894,La Liga,2011-2012,17,Granada,38,12,6,20,35,56,-21,42,25,18,4,4,107.0,10.0,211,155,8,184,418,,110,,1.11,12,6,20,35,56,-21.0,18,4,4,211,155,8,184,42,1.11,No,No,No
895,La Liga,2011-2012,18,Villarreal,38,9,14,15,39,53,-14,41,28,22,6,10,97.0,5.0,195,142,9,176,418,,113,,1.08,9,14,15,39,53,-14.0,22,6,10,195,142,9,176,41,1.08,No,No,Yes
896,La Liga,2011-2012,19,Sporting Gijón,38,10,7,21,42,69,-27,37,30,21,3,3,117.0,5.0,243,174,4,158,418,,113,,0.97,10,7,21,42,69,-27.0,21,3,3,243,174,4,158,37,0.97,No,No,Yes
897,La Liga,2011-2012,20,Racing Sant,38,4,15,19,28,63,-35,27,32,21,4,4,115.0,8.0,261,198,10,139,418,,112,,0.71,4,15,19,28,63,-35.0,21,4,4,261,198,10,139,27,0.71,No,No,Yes
898,La Liga,2012-2013,1,Barcelona,38,32,4,2,115,40,75,100,25,91,4,5,57.0,2.0,117,77,10,275,418,,111,,2.63,32,4,2,115,40,75.0,91,4,5,117,77,10,275,100,2.63,Yes,No,No
899,La Liga,2012-2013,2,Real Madrid,38,26,7,5,103,42,61,85,31,71,8,10,93.0,5.0,147,105,11,314,418,,113,,2.24,26,7,5,103,42,61.0,71,8,10,147,105,11,314,85,2.24,Yes,No,No
900,La Liga,2012-2013,3,Atlético Madrid,38,23,7,8,65,31,34,76,27,37,8,8,102.0,5.0,124,93,20,194,418,,106,,2.0,23,7,8,65,31,34.0,37,8,8,124,93,20,194,76,2.0,Yes,No,No
901,La Liga,2012-2013,4,Real Sociedad,38,18,12,8,70,49,21,66,22,49,7,7,96.0,2.0,168,119,10,233,418,,109,,1.74,18,12,8,70,49,21.0,49,7,7,168,119,10,233,66,1.74,Yes,No,No
902,La Liga,2012-2013,5,Valencia,38,19,8,11,67,54,13,65,23,48,6,7,124.0,8.0,172,118,11,210,418,,114,,1.71,19,8,11,67,54,13.0,48,6,7,172,118,11,210,65,1.71,No,Yes,No
903,La Liga,2012-2013,6,Málaga,38,16,9,13,53,50,3,57,28,37,4,5,93.0,6.0,162,112,13,181,418,,112,,1.5,16,9,13,53,50,3.0,37,4,5,162,112,13,181,57,1.5,No,No,No
904,La Liga,2012-2013,7,Betis,38,16,8,14,57,56,1,56,33,41,3,4,118.0,7.0,186,130,13,174,418,,113,,1.47,16,8,14,57,56,1.0,41,3,4,186,130,13,174,56,1.47,No,Yes,No
905,La Liga,2012-2013,8,Rayo Vallecano,38,16,5,17,50,66,-16,53,29,30,7,7,139.0,4.0,189,123,9,203,418,,111,,1.39,16,5,17,50,66,-16.0,30,7,7,189,123,9,203,53,1.39,No,No,No
906,La Liga,2012-2013,9,Sevilla,38,14,8,16,58,54,4,50,30,36,5,7,99.0,12.0,163,109,9,202,418,,114,,1.32,14,8,16,58,54,4.0,36,5,7,163,109,9,202,50,1.32,No,Yes,No
907,La Liga,2012-2013,10,Getafe,38,13,8,17,43,57,-14,47,27,31,4,4,114.0,9.0,197,140,9,177,418,,112,,1.24,13,8,17,43,57,-14.0,31,4,4,197,140,9,177,47,1.24,No,No,No
908,La Liga,2012-2013,11,Levante,38,12,10,16,40,57,-17,46,27,22,3,5,113.0,7.0,195,138,10,144,418,,114,,1.21,12,10,16,40,57,-17.0,22,3,5,195,138,10,144,46,1.21,No,No,No
909,La Liga,2012-2013,12,Athletic Club,38,12,9,17,44,65,-21,45,25,38,1,2,120.0,9.0,232,167,9,183,418,,103,,1.18,12,9,17,44,65,-21.0,38,1,2,232,167,9,183,45,1.18,No,No,No
910,La Liga,2012-2013,13,Espanyol,38,11,11,16,43,52,-9,44,25,32,4,4,150.0,11.0,183,131,12,147,418,,105,,1.16,11,11,16,43,52,-9.0,32,4,4,183,131,12,147,44,1.16,No,No,No
911,La Liga,2012-2013,14,Valladolid,38,11,10,17,49,58,-9,43,23,32,5,6,80.0,3.0,208,150,9,172,418,,104,,1.13,11,10,17,49,58,-9.0,32,5,6,208,150,9,172,43,1.13,No,No,No
912,La Liga,2012-2013,15,Granada,38,11,9,18,37,54,-17,42,28,18,7,8,103.0,5.0,191,137,10,163,418,,110,,1.11,11,9,18,37,54,-17.0,18,7,8,191,137,10,163,42,1.11,No,No,No
913,La Liga,2012-2013,16,Osasuna,38,10,9,19,33,50,-17,39,30,24,1,1,115.0,10.0,158,108,12,186,418,,111,,1.03,10,9,19,33,50,-17.0,24,1,1,158,108,12,186,39,1.03,No,No,No
914,La Liga,2012-2013,17,Celta Vigo,38,10,7,21,37,52,-15,37,28,27,3,3,102.0,4.0,167,115,6,159,418,,112,,0.97,10,7,21,37,52,-15.0,27,3,3,167,115,6,159,37,0.97,No,No,No
915,La Liga,2012-2013,18,Mallorca,38,9,9,20,43,72,-29,36,29,23,2,3,103.0,8.0,188,116,5,183,418,,111,,0.95,9,9,20,43,72,-29.0,23,2,3,188,116,5,183,36,0.95,No,No,Yes
916,La Liga,2012-2013,19,La Coruña,38,8,11,19,47,70,-23,35,28,26,4,6,103.0,8.0,194,124,8,189,418,,110,,0.92,8,11,19,47,70,-23.0,26,4,6,194,124,8,189,35,0.92,No,No,Yes
917,La Liga,2012-2013,20,Zaragoza,38,9,7,22,37,62,-25,34,33,23,8,8,128.0,11.0,164,102,6,158,418,,113,,0.89,9,7,22,37,62,-25.0,23,8,8,164,102,6,158,34,0.89,No,No,Yes
918,La Liga,2013-2014,1,Atlético Madrid,38,28,6,4,77,26,51,90,25,55,6,10,0.0,0.0,100,74,20,212,418,,105,,2.37,28,6,4,77,26,51.0,55,6,10,100,74,20,212,90,2.37,Yes,No,No
919,La Liga,2013-2014,2,Barcelona,38,27,6,5,100,33,67,87,25,71,11,13,0.0,0.0,130,97,16,290,418,,106,,2.29,27,6,5,100,33,67.0,71,11,13,130,97,16,290,87,2.29,Yes,No,No
920,La Liga,2013-2014,3,Real Madrid,38,27,6,5,104,38,66,87,25,78,6,6,0.0,0.0,127,89,16,315,418,,112,,2.29,27,6,5,104,38,66.0,78,6,6,127,89,16,315,87,2.29,Yes,No,No
921,La Liga,2013-2014,4,Athletic Club,38,20,10,8,66,39,27,70,24,46,4,7,0.0,0.0,138,99,12,203,418,,114,,1.84,20,10,8,66,39,27.0,46,4,7,138,99,12,203,70,1.84,Yes,No,No
922,La Liga,2013-2014,5,Sevilla,38,18,9,11,69,52,17,63,31,47,7,10,0.0,0.0,171,119,9,183,418,,112,,1.66,18,9,11,69,52,17.0,47,7,10,171,119,9,183,63,1.66,No,Yes,No
923,La Liga,2013-2014,6,Villarreal,38,17,8,13,60,44,16,59,25,42,5,6,0.0,0.0,136,92,10,174,418,,114,,1.55,17,8,13,60,44,16.0,42,5,6,136,92,10,174,59,1.55,No,Yes,No
924,La Liga,2013-2014,7,Real Sociedad,38,16,11,11,62,55,7,59,27,44,2,2,0.0,0.0,185,130,12,205,418,,110,,1.55,16,11,11,62,55,7.0,44,2,2,185,130,12,205,59,1.55,No,Yes,No
925,La Liga,2013-2014,8,Valencia,38,13,10,15,51,53,-2,49,31,35,2,3,0.0,0.0,177,124,10,185,418,,111,,1.29,13,10,15,51,53,-2.0,35,2,3,177,124,10,185,49,1.29,No,No,No
926,La Liga,2013-2014,9,Celta Vigo,38,14,7,17,49,54,-5,49,26,32,2,3,0.0,0.0,188,134,9,187,418,,112,,1.29,14,7,17,49,54,-5.0,32,2,3,188,134,9,187,49,1.29,No,No,No
927,La Liga,2013-2014,10,Levante,38,12,12,14,35,43,-8,48,28,19,4,8,0.0,0.0,201,158,16,125,418,,114,,1.26,12,12,14,35,43,-8.0,19,4,8,201,158,16,125,48,1.26,No,No,No
928,La Liga,2013-2014,11,Málaga,38,12,9,17,39,46,-7,45,28,30,2,3,0.0,0.0,178,132,12,164,418,,113,,1.18,12,9,17,39,46,-7.0,30,2,3,178,132,12,164,45,1.18,No,No,No
929,La Liga,2013-2014,12,Rayo Vallecano,38,13,4,21,46,80,-34,43,30,30,7,9,0.0,0.0,193,113,10,186,418,,108,,1.13,13,4,21,46,80,-34.0,30,7,9,193,113,10,186,43,1.13,No,No,No
930,La Liga,2013-2014,13,Getafe,38,11,9,18,35,54,-19,42,28,30,2,3,0.0,0.0,195,141,10,144,418,,111,,1.11,11,9,18,35,54,-19.0,30,2,3,195,141,10,144,42,1.11,No,No,No
